name,genre,rating_val,nearest_station,address
Sushi Fujinaga,sushi,3.75,Azabujuban Station,東京都港区麻布十番1-5-18 カートブラン麻布十番 4F
Sushi Murase,sushi,3.75,Roppongi Station,東京都港区西麻布1-2-3 アクティブ六本木 1F
Japanese Cuisine Ryuen,Japanese food,3.75,Ningyocho Station,東京都中央区日本橋人形町2-10-11 KYOE PLAZA日本橋人形町 7F
Hiroya Sushi,"Sushi, Japanese food, Japanese food (others)",3.75,Daimon Station,東京都港区浜松町1-9-2 E-GAMIビル 1F
Akasaka Watanabe,Japanese food,3.75,Akasaka Station,東京都港区赤坂2-17-59 エスポワール赤坂 2F
sky and wheat,"Bread, cafe/coffee shop (other)",3.75,Daikanyama Station,東京都渋谷区恵比寿西2-10-7 YKビル 1F
Tempura Tatsumi,Tempura,3.75,Otemachi Station,東京都千代田区丸の内 1-1-1 パレスホテル東京 6F
Tides,"Cafe, coffee shop, cake",3.75,Hongo Sanchome Station,東京都文京区湯島4-1-13 １Ｆ
bouquet de france,French,3.75,Roppongi Station,東京都港区六本木7-10-3 小林ビル 2F
Sushi Sho,sushi,3.75,Nogizaka Station,東京都港区西麻布2-15-1 三澤ビル B1F
Yakitori Hirako,"Yakitori, charcoal grilled chicken, chicken dishes",3.75,Roppongi Station,東京都港区西麻布1-5-23 東ビル 1F
Cantonese Swallow Ken Takase,"Cantonese, Chinese, Vegetable",3.75,Tokyo Station,東京都千代田区丸の内1-9-1 東京ステーションホテル B1F
mon petit cochon rose,"french, bistro",3.75,Sengoku Station,東京都文京区千石4-40-3 コーポメジューブ 1F
Kiyotoshi,Tempura,3.75,Tsukiji station,東京都中央区築地3-16-9 アーバンメイツビル B1F
walnut coffee,"cafe, coffee shop, cake",3.75,Nishi-Kokubunji Station,東京都国分寺市泉町3-37-34 マージュ西国分寺　１Ｆ
La Famille,"cake, cafe",3.75,Ikebukuro Station,東京都豊島区西池袋3-4-6 今村ビル 1F
Curry shop Pooh,Curry Rice,3.75,Musashi Koganei Station,東京都小金井市前原町3-40-27
Yakiniku Jumbo Shirokane,Grilled meat,3.75,Shirokane Takanawa Station,東京都港区白金3-1-1 第一麻布ビル1F
gear,bar,3.75,Iidabashi Station,東京都新宿区若宮町16 塩谷ビル　２F
Kinoshita,"French, Bistro",3.75,Sangubashi Station,東京都渋谷区代々木3-37-1 代々木エステートビル 1Ｆ
Wolfgang&#39;s Steakhouse Marunouchi,"steak, dining bar, wine bar",3.75,Nijubashimae Station,東京都千代田区丸の内2-1-1 丸の内MY PLAZA 明治生命館 B1F
Ramen Jiro Hachioji Yazaru Kaido branch 2,ramen,3.75,Keio Horinouchi Station,東京都八王子市堀之内2-13-16
Ozeki Chinese Noodles,"Ramen, Tsukemen",3.75,Ebisu Station,東京都渋谷区恵比寿西1-9-4 小熊ビル 1Ｆ
Kotaro,Izakaya,3.75,Shibuya Station,東京都渋谷区桜丘町28-2 三笠ビル 1F
MASA&#39;S KITCHEN Ebisu,"Chinese food, Dandan noodles, Sichuan food",3.75,Ebisu Station,東京都渋谷区恵比寿1-21-13 BPRレジデンス恵比寿 B1F
Asakusa Wave House,"Taiyaki/Obanyaki, sweets shop, shaved ice",3.75,Asakusa (Tsukuba EXP) Station,東京都台東区浅草2-12-4
bingo,italian,3.75,Hiroo Station,東京都港区西麻布4-19-9 ウォール西麻布 B1F
The Mandarin Oriental Gourmet Shop,"cake, chocolate",3.75,Mitsukoshimae Station,東京都中央区日本橋室町2-1-1 マンダリン オリエンタル 東京 1F
Hokusai Sabo,"Sweets shop, shaved ice, kamameshi",3.75,Kinshicho Station,東京都墨田区亀沢4-8-5
Vin de Lud Oyamadai store,"Bread, Western sweets (other), cafe",3.75,Oyamadai Station,東京都世田谷区等々力2-19-15 プレジール 1F
peperosso,"Italian, Wine Bar, Dining Bar",3.75,Ikenoue Station,東京都世田谷区代沢2-46-7 エクセル桃井 1F
Craftsmanship,sushi,3.75,Shinjuku Station,東京都新宿区新宿4-1-9 新宿ユースビル「PAX」 6F
Kameido dried sardines Chinese soba Tsukihi,ramen,3.75,Kameido Station,東京都江東区亀戸5-13-2 スクエア三報104区画
Chinese Soba Billiken,"Ramen, Tsukemen",3.75,Asakusa (Tobu/Toei/Metro) Station,東京都台東区雷門2-4-1 岡安ビル 1F
Sushi Namiyashi,sushi,3.75,Koenji Station,東京都杉並区高円寺北2-7-11
comptoir osprey,"French, bistro, wine bar",3.75,Hiroo Station,東京都港区西麻布4-17-22 アビターレ西麻布　2F
Hakata Ramen Barikote,ramen,3.75,Higashi Koenji Station,東京都杉並区高円寺南1-30-15
MOKUBAZA,"curry rice, bar",3.75,Kitasando Station,東京都渋谷区神宮前2-28-12 １Ｆ
Agezuki,Pork cutlet,3.75,Iidabashi Station,東京都新宿区神楽坂3-2 山ノ内ビル　B１Ｆ
Boulangerie Iannac,bread,3.75,Nishinippori Station,東京都荒川区西日暮里4-22-11
a table,"bistro, french, wine bar",3.75,Suehirocho Station,東京都文京区湯島3-1-1 木村ビル 1F
Orgueil,French,3.75,Gaienmae Station,東京都港区南青山4-3-23 オリエンタル南青山 201
ALLIE,"French, Wine Bar, Modern French",3.75,Azabujuban Station,東京都港区麻布十番3-7-4 COMS Azabujuban 4F
Passage a Nivo,"bread, sandwich",3.75,Musashisakai Station,東京都武蔵野市境南町1-1-20 タイコービル
CAFE AALIYA,"cafe, french toast",3.75,Shinjuku Sanchome Station,東京都新宿区新宿3-1-17 山本ビルＢ１Ｆ
Handmade Udon Sumita,"Udon, tempura, oden",3.75,Akabaneiwabuchi Station,東京都北区志茂2-52-8
Sushi Kimura,sushi,3.75,Kayabacho Station,東京都中央区日本橋蛎殻町1-8-2 ヴェラハイツ日本橋蛎殻町 1F
Marutomi,"Japanese cuisine, Fugu",3.75,Ushigome Kagurazaka Station,東京都新宿区袋町3-4 クレール神楽坂14 1F
CURRY SHOP Whale Koenji,"Indian curry, curry rice, izakaya",3.75,Koenji Station,東京都杉並区高円寺北3-22-8 大一市場 1Ｆ
Edial Bakery Shinjuku Main Store,"Bread, tea specialty store, cake",3.75,Shinjuku Sanchome Station,東京都新宿区新宿3-14-1 伊勢丹新宿店 B1F
Harukiya Ogikubo Main Store,"Ramen, Tsukemen",3.75,Ogikubo Station,東京都杉並区上荻1-4-6
Yell,"modern french, french",3.75,Ginza station,東京都中央区銀座5-7-10 EXIT MELSA 8F
Cacao Sampaka Marunouchi Main Store,"chocolate, soft serve",3.75,Nijubashimae Station,東京都千代田区丸の内2-6-1 丸の内ブリックスクエア １F
Tempura and Japanese Cuisine Yamanoue Main Store Ochanomizu,"Tempura, Fugu, Japanese food",3.75,Ochanomizu Station,東京都千代田区神田駿河台1-1 山の上ホテル　１Ｆ
Fushikino,Japanese food,3.75,Iidabashi Station,東京都新宿区神楽坂4-3-11 神楽坂つなしょうテラス 2F
Ponte del Piatto,"Italian, innovative fusion, pasta",3.75,Hiroo station,東京都渋谷区広尾5-19-7 協和ビル 1F
Bona Festa,russian food,3.75,Asakusa (Tobu/Toei/Metro) Station,東京都台東区雷門2-6-9 ガーデンビル　１Ｆ
KOTARO Hasegawa DOWNTOWN CUISINE,modern french,3.75,Shin-Okachimachi Station,東京都台東区台東4-2-11
Chinese soba Sato,ramen,3.75,Anamori Inari Station,東京都大田区羽田4-20-11
Mamezo,"Curry rice, coffee shop",3.75,Kichijoji Station,東京都武蔵野市吉祥寺本町2-18-15
Otsukaya,ramen,3.75,Ichigaya Station,東京都新宿区市谷田町3-2 TOUビル 1F
Ristorante ASO,"Italian, Pasta, Innovative Fusion",3.75,Daikanyama Station,東京都渋谷区猿楽町29-3
green glass,Soba,3.75,Ochiai Station,東京都新宿区上落合3-28-9
Le Pain de Joël Robuchon Newman Shinjuku,bread,3.75,Shinjuku Station,東京都新宿区新宿4-1-6 NEWoMan SHINJUKU 1F
Restaurant Sugita,"steak, beef",3.75,Shiodome Station,東京都港区新橋5-13-10 VORT新橋NEX 1F
Hillside Pantry Daikanyama,"Bread, delicatessen and sandwiches",3.75,Daikanyama Station,東京都渋谷区猿楽町18-12 ヒルサイドテラスＧ棟　Ｂ１Ｆ
Chinese Soba Kazuya,"Ramen, Tsukemen",3.75,Meguro Station,東京都目黒区下目黒3-2-4
Menichi Kitcho,"Ramen, Tsukemen, Gyoza",3.75,Oimachi Station,東京都品川区東大井5-6-6
Pizzeria Romana Il Pentito,"pizza, italian",3.75,Minami-Shinjuku Station,東京都渋谷区代々木3-1-1 ＡＸＩＳ　１Ｆ
Sushi Kanesaka Palace Hotel Tokyo,sushi,3.75,Otemachi Station,東京都千代田区丸の内 1-1-1 パレスホテル東京 6F
monolith,"french, modern french",3.75,Shibuya Station,東京都渋谷区渋谷2-6-1 ウィンド渋谷 1F
Shisenan,Soba,3.75,Musashikoyama Station,東京都目黒区下目黒6-6-3
Ajuda,"Sushi, Japanese (other), Japanese cuisine",3.75,Shinsen Station,東京都渋谷区宇田川町37-15 ARISTO渋谷 B1F
Kazumasa Noodles,"Ramen, Tsukemen",3.75,Sangenjaya Station,東京都世田谷区太子堂2-6-2
Clinton Street Baking Company Minami Aoyama store,"Cafe, pancake, dining bar",3.75,Omotesando Station,"東京都港区南青山5-17-1 YHT南青山ビル 1,2F"
Pierre Gagnaire Pain et Gateaux,"bread, cake, delicatessen",3.75,Roppongi-itchome Station,東京都港区赤坂1-12-33 ANAインターコンチネンタルホテル東京 2F
Ginza Ichibiki,"Japanese cuisine, Japanese food (other)",3.75,Shintomicho Station,東京都中央区銀座2-14-6 第２松岡ビル　Ｂ１Ｆ
Curry Restaurant Little Spice,"curry rice, indian curry",3.75,Kichijoji Station,東京都武蔵野市吉祥寺本町2-14-1 山田ビル　２Ｆ
Japanese kitchen Kanna,"Shaved ice, creative cuisine, izakaya/dining bar (other)",3.75,Sangenjaya Station,東京都世田谷区下馬2-43-11 2F
Watanabe,"Ramen, Tsukemen",3.75,Nishiwaseda Station,東京都新宿区高田馬場2-1-4
Menya Ishin,"Ramen, Tsukemen",3.75,Meguro Station,東京都品川区上大崎3-4-1 サンリオンビル １Ｆ
Bread Studio Boulangerie Ken,"bread, bagels, sandwiches",3.75,Shimoakatsuka Station,東京都板橋区赤塚2-2-17 東永地産ビル　１Ｆ
Shinsen Kappo Sanoya,Japanese food,3.75,Shinsen Station,東京都渋谷区神泉町2-9 シャルム神泉 B1F
Mirror,sushi,3.75,Akasaka Station,東京都港区赤坂2-16-6 TKビル B1F
Longyuan,"Chinese food, crab, soft-shelled turtle",3.75,Asakusa (Tsukuba EXP) Station,東京都台東区西浅草3-1-9
Bar Kisara,"bar, wine bar",3.75,Akasaka Station,東京都港区赤坂3-14-7 バルビゾン44 4F
NeMo,"modern french, french",3.75,Omotesando Station,東京都港区南青山6-15-4 B1F
Sushi Kozue,sushi,3.75,Takanawadai Station,東京都港区高輪3-6-12 ブレアハウス
gandhi,"European curry, curry (other), curry rice",3.75,Shinjuku Sanchome Station,東京都新宿区新宿3-17-21 第３ビル　２Ｆ
Schomacher,bread,3.75,Ookayama Station,東京都大田区北千束1-59-10
chai break,"Cafe, tea specialty store, cake",3.74,Kichijoji Station,東京都武蔵野市御殿山1-3-2
Gomei gomei,"Teppanyaki, Steak, Japanese Cuisine",3.74,Ginza station,東京都中央区銀座6-4-18 マキシドピアビル B1F
Kirakutei,Grilled meat,3.74,Hiroo station,東京都港区南麻布4-11-26 南麻布ビル B1F～1F
BAR Opa Monzen Nakacho,bar,3.74,Monzennakacho Station,東京都江東区富岡1-25-4 ニックハイム八幡　２Ｆ
heavenly side,Tempura,3.74,Azabujuban Station,東京都港区元麻布3-10-5 カドル元麻布 202
Kishida-ya,Izakaya,3.74,Kachidoki Station,東京都中央区月島3-15-12
Zhengtai Yuanhui main store,"Yakiniku, Horumon",3.74,Arakawa Nana-chome Station,東京都荒川区町屋8-7-6
Baker&#39;s Donsuke,"bread, sandwiches, bagels",3.74,Higashi-Shinjuku Station,東京都新宿区新宿7-13-3
Le Grenier a Pain Atre Ebisu store,"bread, cafe",3.74,Ebisu Station,東京都渋谷区恵比寿南1-6-1 アトレ恵比寿 西館 4F
Noodle Natsumi,"Ramen, Tsukemen",3.74,Akabane Station,東京都北区赤羽1-18-4
Junibun Bakery Shinjuku store,"Bread, Western sweets (other)",3.74,Shinjuku Station,東京都新宿区西新宿1-1-4 京王百貨店新宿店 中地階
Chinese noodle restaurant Dotonbori,"Ramen, Tsukemen",3.74,Subway Narimasu Station,東京都板橋区成増2-17-2
Home roasted coffee minced meat,"Cafe, coffee specialty store, pancakes",3.74,Yushima Station,東京都文京区湯島2-9-10 湯島三組ビル1Ｆ
Medaka Tantan,"Ramen, Dandan noodles without soup, Dandan noodles",3.74,Higashinakagami Station,東京都昭島市玉川町3-17-17
Yakitori Hirano,Yakitori,3.74,Higashi Ginza Station,東京都中央区銀座8-12-15 全国燃料会館 1F
garam masala,"Indian cuisine, Indian curry, Creative cuisine",3.74,Kyodo Station,東京都世田谷区経堂1-22-18 タイムポート経堂 2Ｆ
Yakitori Yōka,"Yakitori, wine bar",3.74,Shirokane Takanawa Station,東京都港区白金5-8-13 白金ハイツ 1F
Cafe Bach,"Coffee shop, coffee specialty store, bread",3.74,Minamisenju Station,東京都台東区日本堤1-23-9
Sushi Kinoshita,"sushi, japanese food",3.74,Roppongi Station,東京都港区西麻布1-4-46 カーサスプレンディッド西麻布 203
Sanfaucon,"French, bistro, and other meat dishes",3.74,Yoyogi-Uehara Station,東京都渋谷区西原3-5-3 小林ビル1F
Ramen Inariya,ramen,3.74,Inaricho Station,東京都台東区元浅草2-10-13 島田ビル 1F
hot spoon,"Curry rice, Izakaya",3.74,Gotanda Station,東京都品川区東五反田1-14-8 KCビル 1F
Ristorante La Chow,"Italian, French, wine bar",3.74,Tamachi Station,東京都港区芝浦2-16-7 中野第3ビル B1F
Himmel,bread,3.74,Ookayama Station,東京都大田区北千束3-28-4 アンシャンテ岡山　１Ｆ
sombreuil,"French, modern French",3.74,Iidabashi Station,東京都千代田区富士見1-8-12
Toshi Yoroizuka Tokyo,"cake, cafe, bread",3.74,Kyobashi Station,東京都中央区京橋2-2-1 京橋エドグラン 1F・2F
Caligari Akihabara,"Curry rice, bar, liquor (others)",3.74,Suehirocho Station,東京都千代田区外神田3-6-9 沖村ビル 1F
Kagurazaka Okawaya,"Soba, tempura",3.74,Kagurazaka Station,東京都新宿区神楽坂6-25
french curry spoon,"curry rice, bistro",3.74,Nishiogikubo Station,東京都杉並区松庵3-38-19 リヴェール西荻　1F
Edo Yakiniku,"Yakiniku, Japanese cuisine, beef dishes",3.74,Ginza Station,東京都中央区銀座6-6-5 HULIC & New GINZA NAMIKI 6 4F B
TOLO PAN TOKYO,"bread, sandwiches, bagels",3.74,Ikejiri Ohashi Station,東京都目黒区東山3-14-3 中里ビル 1F
Restaurant Hiramatsu Hiroo,French,3.74,Hiroo station,東京都港区南麻布5-15-13
Mon Cher Toyocho Factory,bread,3.74,Toyocho Station,東京都江東区東陽5-24-10
Grilled chicken florets,bird dishes,3.74,Ebisu Station,東京都渋谷区恵比寿3-28-2 SP15 EBISU 1F
Osteria Oriera,italian,3.74,Shinjuku Sanchome Station,東京都新宿区新宿3-7-5 一兆ビル　２F
Les Enfants Gate,"French, modern French, bistro",3.74,Daikanyama Station,東京都渋谷区猿楽町2-3
Sushidokoro Miya Koubun branch,sushi,3.74,Akabane Station,東京都北区赤羽西1-4-16
Yakiniku Shimizu,"Yakiniku, Horumon",3.74,Fudomae Station,東京都品川区西五反田4-29-13 TYビル 2F
La Précieux Kioicho,"Cakes, Western sweets (other), bread",3.74,Nagatacho Station,東京都千代田区紀尾井町1-2 東京ガーデンテラス紀尾井町 4F
Tandoor Bar Kamarpur Kiba,"Indian cuisine, Indian curry",3.74,Kiba Station,東京都江東区東陽3-20-9 鈴木ビル 1F
Sushi Iwase,sushi,3.74,Tochomae Station,東京都新宿区西新宿3-4-1 福地ビル 1F
Longtianmen,"Cantonese cuisine, Dandan noodles",3.74,Ebisu Station,東京都目黒区三田1-4-1 ウェスティンホテル東京 2F
Torefumi Yamamoto,French,3.74,Roppongi Station,東京都港区六本木7-17-20 明泉ビル　１Ｆ
La Chasse,French,3.74,Roppongi Itchome Station,東京都港区六本木3-5-7
Japanese Ice Sakuraka,"ice cream, cafe, shaved ice",3.74,Ebisu Station,東京都渋谷区恵比寿1-6-7 animo ebisu1F
Myojinshita Kandagawa Main Store,eel,3.74,Ochanomizu Station,東京都千代田区外神田2-5-11
Ginza Inaba,Japanese food,3.74,Higashiginza Station,東京都中央区銀座8-12-15
Amofumi Iwai,Tempura,3.74,Ginza station,東京都中央区銀座7-4-5 銀座745ビル 6F
Charcoal Grilled Meat Fuchioka,"Yakiniku, beef tongue",3.74,Kyodo Station,東京都世田谷区経堂1-5-8 ロイヤルハイツ経堂 1F
Yakitori Akane,Yakitori,3.74,Kagurazaka Station,東京都新宿区天神町68 滝沢ビル1F
magica maintenance,"Italian, Pasta, Mediterranean",3.74,Ebisu Station,東京都渋谷区恵比寿3-41-9 恵比寿台ハイツ 1F
Menya Sho&#39;s,"Ramen, Tsukemen",3.74,Ichigaya Station,東京都新宿区市谷田町1-3 クレセントビル 1Ｆ
Takemura,"sweets shop, shaved ice, Japanese sweets",3.74,Awajicho Station,東京都千代田区神田須田町1-19
Chinese Soba Goemon,ramen,3.74,Nishi-Hachioji Station,東京都八王子市千人町3-3-3
Jonty Ash,"French, Modern French, Restaurant (Other)",3.74,Shirokanedai Station,東京都港区白金台5-18-17 ゴールドフォレストビル2階
longevity,"Japanese cuisine, seafood dishes",3.74,Nogizaka Station,東京都港区西麻布2-16-1 斎田ビル1階
Sushidokoro Suzu,sushi,3.74,Tameike Sanno Station,東京都港区赤坂2-9-4 １Ｆ
Chugokuhanten Mita branch,"Chinese food, Shanghai food, Beijing food",3.74,Mita Station,東京都港区芝5-13-18 いちご三田ビル 1F
Gonokami Suisan,"Ramen, Tsukemen",3.74,Awajicho Station,東京都千代田区神田多町2-9-6 田中ビル別館 1F
Dunhuang,Chinese cuisine,3.74,Akebonobashi Station,東京都新宿区舟町15 野方ビル　１Ｆ
Bull・Bull・Brangeli,"bread, bagel",3.74,Hachioji Station,東京都八王子市横山町16-5
Honkatori,"curry rice, indian curry",3.74,Ochanomizu Station,東京都文京区湯島2-7-9
naoto.K,"french, modern french",3.74,Ogawamachi Station,東京都千代田区神田錦町2-1-1
Clima di Toscana,italian,3.74,Hongo Sanchome Station,東京都文京区本郷1-28-32 101
Hotel's,"french, italian",3.74,Omotesando Station,東京都港区北青山3-4-3 ののあおやま民活棟 2F
Restaurant Forest,"french, steak",3.74,Jiyugaoka Station,東京都目黒区自由が丘1-16-13
breadworks ecute shinagawa,"bread, sandwich, beer bar",3.74,Shinagawa station,東京都港区高輪3-26-27 エキュート品川 1F
world,italian,3.74,Jiyugaoka station,東京都目黒区自由が丘3-13-11
Asakusa Samboa,bar,3.74,Asakusa (Tsukuba EXP) Station,東京都台東区浅草1-16-8
Linde Kichijoji Main Store,"bread, sandwich, cafe",3.74,Kichijoji Station,東京都武蔵野市吉祥寺本町1-11-27
Tea Pavilion Yudang,"Coffee shop, coffee specialty shop, cake",3.74,Shibuya Station,東京都渋谷区渋谷1-15-19 二葉ビル 2F
clairvoyance,ramen,3.74,Higashi-Kitazawa Station,東京都目黒区駒場4-6-8 佐藤ビル　1F
stylish life,"Ramen, Tsukemen",3.74,Akihabara Station,東京都台東区台東1-27-2 竹善ビル　１Ｆ
Hill,"French, creative cuisine, modern French",3.74,Daikanyama Station,東京都渋谷区代官山町14-18 4F
Uchita゛,"Yakitonn, Motsuyaki, Izakaya",3.74,Keiseitateishi Station,東京都葛飾区立石1-18-8 仲見世商店街
